stop_lat,stop_lon,stop_id,stop_code,stop_name,zone_id,stop_url
41.254116,-8.653726,.,.,.,MAI2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=.
41.14823,-8.61076,0AAL2,0AAL2,AV. ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0AAL2
41.14816,-8.61078,0AAL4,0AAL4,AV. ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0AAL4
41.15194,-8.60711,0BLRB,0BLRB,BOLHÃO,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0BLRB
41.14582,-8.61537,0COR1,0COR1,CORDOARIA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0COR1
41.14582,-8.61537,0COR3,0COR3,CORDOARIA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0COR3
41.14582,-8.61537,0COR5,0COR5,CORDOARIA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0COR5
41.183042,-8.601187,0HSJ7,0HSJ7,HOSPITAL S. JOÃO (URGÊNCIA),PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0HSJ7
41.18298,-8.60045,0HSJ8,0HSJ8,HOSP. S. JOÃO (CIRCUNVALAÇÃO),PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0HSJ8
41.18298,-8.60045,0HSJ9,0HSJ9,HOSP. S. JOÃO (CIRCUNVALAÇÃO),PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0HSJ9
41.15156,-8.61043,0TRD6,0TRD6,TRINDADE,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=0TRD6
41.149118,-8.61001,1AL6,1AL6,AV.ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1AL6
41.205692,-8.563856,1ALDG1,1ALDG1,ALAMEDA DA GRANJA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ALDG1
41.205557,-8.564125,1ALDG2,1ALDG2,ALAMEDA DA GRANJA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ALDG2
41.223417,-8.697236,1ARV1,1ARV1,ARMANDO VAZ,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ARV1
41.223338,-8.697195,1ARV2,1ARV2,ARMANDO VAZ,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ARV2
41.155925,-8.627762,1BS2,1BS2,BOAVISTA - B.SUCESSO,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1BS2
41.15452,-8.62821,1BS3,1BS3,BOAVISTA - B.SUCESSO,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1BS3
41.131652,-8.627853,1CAP1,1CAP1,CASTRO PORTUGAL,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1CAP1
41.13535,-8.62534,1DAG2,1DAG2,DR.ANTÓNIO GRANJO,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1DAG2
41.125844,-8.62155,1DCM1,1DCM1,DR. COSTA MATOS,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1DCM1
41.129731,-8.618864,1DEV1,1DEV1,DEVESAS,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1DEV1
41.113362,-8.612542,1FL2,1FL2,FERNÃO LOPES,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1FL2
41.134444,-8.53901,1GFE1,1GFE1,GONDOMAR (FEIRA),GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1GFE1
41.148054,-8.620533,1HSA3,1HSA3,HOSPITAL SANTO ANTÓNIO,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1HSA3
41.208927,-8.689537,1IKEA1,1IKEA1,MAR SHOPPING,PRT,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1IKEA1
41.193567,-8.696674,1ILEC1,1ILEC1,IGREJA DE LEÇA,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ILEC1
41.193808,-8.696874,1ILEC2,1ILEC2,IGREJA DE LEÇA,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1ILEC2
41.124321,-8.618902,1JFT1,1JFT1,JOSÉ FONTANA,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1JFT1
41.2141,-8.713048,1MARE,1MARE,MEO MARÉS,PRT,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1MARE
41.130435,-8.630094,1MST1,1MST1,MACHADO DOS SANTOS,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1MST1
41.126652,-8.617411,1MZA1,1MZA1,MOUZINHO ALBUQUERQUE,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1MZA1
41.116183,-8.609477,1PA2,1PA2,PINTO AGUIAR,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1PA2
41.203896,-8.565497,1PPI1,1PPI1,PARQUE PÍCUA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1PPI1
41.203732,-8.565363,1PPI2,1PPI2,PARQUE PÍCUA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1PPI2
41.11436,-8.61255,1RAS2,1RAS2,R. DA RASA,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1RAS2
41.136045,-8.533121,1RI1,1RI1,RUA DA IGREJA,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1RI1
41.144713,-8.610836,1SBNT,1SBNT,S.BENTO,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1SBNT
41.166573,-8.649752,1SJB1,1SJB1,S. JOÃO BRITO,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1SJB1
41.16681,-8.64978,1SJB2,1SJB2,S. JOÃO BRITO,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1SJB2
41.1318,-8.632996,1TFL1,1TFL1,TV. FONTE LODOSA,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=1TFL1
41.144333,-8.532417,25A1,25A1,25 DE ABRIL,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=25A1
41.144282,-8.53227,25A2,25A2,25 DE ABRIL,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=25A2
41.191901,-8.503045,25AB1,25AB1,25 DE ABRIL,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=25AB1
41.191742,-8.503533,25AB2,25AB2,25 DE ABRIL,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=25AB2
41.137222,-8.633444,28J1,28J1,28 DE JANEIRO,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=28J1
41.136714,-8.633045,28J2,28J2,28 DE JANEIRO,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=28J2
41.225861,-8.684167,31JA3,31JA3,31 DE JANEIRO,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=31JA3
41.227222,-8.685444,31JA4,31JA4,31 DE JANEIRO,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=31JA4
41.206066,-8.528941,4CAM3,4CAM3,4 CAMINHOS,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=4CAM3
41.206083,-8.528833,4CAM4,4CAM4,4 CAMINHOS,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=4CAM4
41.225312,-8.609753,5OTB2,5OTB2,5 DE OUTUBRO,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OTB2
41.225617,-8.610018,5OTB3,5OTB3,5 DE OUTUBRO,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OTB3
41.217839,-8.547058,5OTR1,5OTR1,5 DE OUTUBRO,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OTR1
41.217954,-8.547174,5OTR2,5OTR2,5 DE OUTUBRO,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OTR2
41.19927,-8.584284,5OUT1,5OUT1,5 DE OUTUBRO,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OUT1
41.199689,-8.584745,5OUT2,5OUT2,5 DE OUTUBRO,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=5OUT2
41.211465,-8.532045,9AG1,9AG1,9 DE AGOSTO,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=9AG1
41.211923,-8.532186,9AG2,9AG2,9 DE AGOSTO,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=9AG2
41.155528,-8.586083,A25A1,A25A1,AV. 25 DE ABRIL,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=A25A1
41.1788,-8.58407,AA1,AA1,ALTO DA AREOSA,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AA1
41.178703,-8.584196,AA2,AA2,ALTO DA AREOSA,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AA2
41.148944,-8.611278,AAL1,AAL1,AV.ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL1
41.148818,-8.610472,AAL2,AAL2,AV. ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL2
41.148528,-8.610667,AAL4,AAL4,AV.ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL4
41.148214,-8.610682,AAL5,AAL5,AV.ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAL5
41.158815,-8.662331,AALB,AALB,AFONSO  ALBUQUERQUE,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AALB
41.19241,-8.57086,AALM1,AALM1,ANTÃO DE ALMADA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AALM1
41.192338,-8.570771,AALM2,AALM2,ANTÃO ALMADA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AALM2
41.162712,-8.586017,AANT1,AANT1,ALAMEDA DAS ANTAS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AANT1
41.16315,-8.58582,AANT2,AANT2,ALAMEDA DAS ANTAS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AANT2
41.162788,-8.58225,AANT5,AANT5,ALAMEDA DAS ANTAS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AANT5
41.16737,-8.558779,AAS1,AAS1,ANTÓNIO  AUG.SILVA,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAS1
41.167611,-8.558056,AAS2,AAS2,ANTÓNIO  AUG.SILVA,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAS2
41.218493,-8.613985,AAX1,AAX1,ANTONIO ALEIXO,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAX1
41.218451,-8.614175,AAX2,AAX2,ANTONIO ALEIXO,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AAX2
41.206222,-8.665667,ABL1,ABL1,ABELHEIRA,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABL1
41.206166,-8.665876,ABL2,ABL2,ABELHEIRA,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABL2
41.167151,-8.654485,ABM1,ABM1,ALBERTO MACEDO,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABM1
41.167028,-8.654583,ABM2,ABM2,ALBERTO MACEDO,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABM2
41.214232,-8.693984,ABMG1,ABMG1,ABADE MONDEGO,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABMG1
41.214463,-8.694089,ABMG2,ABMG2,ABADE MONDEGO,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABMG2
41.165323,-8.643091,ABSS1,ABSS1,AV. DO BESSA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABSS1
41.16517,-8.64327,ABSS2,ABSS2,AV. DO BESSA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABSS2
41.162823,-8.663403,ABVT1,ABVT1,AV.DA BOAVISTA,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABVT1
41.162972,-8.663222,ABVT2,ABVT2,AV.DA BOAVISTA,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABVT2
41.220206,-8.671449,ABX1,ABX1,ALDEIA  BAIXO,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABX1
41.219972,-8.671667,ABX2,ABX2,ALDEIA DE BAIXO,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ABX2
41.239445,-8.621439,AC3,AC3,ALTINO  COELHO,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AC3
41.239453,-8.621618,AC4,AC4,ALTINO  COELHO,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AC4
41.177194,-8.67575,ACAR,ACAR,ANTÓNIO  CARNEIRO,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACAR
41.131866,-8.66325,ACB1,ACB1,AREIAS CABEDELO,VNG5,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACB1
41.131814,-8.662989,ACB2,ACB2,AREIAS CABEDELO,VNG5,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACB2
41.178806,-8.684889,ACD1,ACD1,AFONSO CORDEIRO,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACD1
41.180332,-8.687037,ACD3,ACD3,AFONSO CORDEIRO,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACD3
41.10929,-8.60889,ACDR1,ACDR1,ALAM. CEDRO,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACDR1
41.10953,-8.60889,ACDR2,ACDR2,ALAMEDA CEDRO,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACDR2
41.111899,-8.653004,ACH1,ACH1,ALTO CHAQUEDAS,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACH1
41.112096,-8.65278,ACH2,ACH2,ALTO CHAQUEDAS,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACH2
41.164478,-8.61047,ACN1,ACN1,ANTÓNIO CÂNDIDO,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACN1
41.097579,-8.634858,ACNT1,ACNT1,ALBERTO O CANTADOR,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACNT1
41.097706,-8.634776,ACNT2,ACNT2,ALBERTO O CANTADOR,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACNT2
41.177411,-8.584926,ACO1,ACO1,ANTÓNIO COELHO,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACO1
41.17696,-8.58531,ACO2,ACO2,ANTÓNIO COELHO,PRT3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACO2
41.159843,-8.639918,ACRD1,ACRD1,ANTÓNIO CARDOSO,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACRD1
41.159592,-8.639806,ACRD2,ACRD2,ANTÓNIO CARDOSO,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACRD2
41.166532,-8.601658,ACST2,ACST2,ÁLVARO CASTELÕES,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ACST2
41.17188,-8.614477,ADA2,ADA2,ARCA D ÁGUA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADA2
41.170801,-8.6129,ADA3,ADA3,ARCA D ÁGUA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADA3
41.171397,-8.612681,ADA4,ADA4,ARCA D ÁGUA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADA4
41.171675,-8.613477,ADA5,ADA5,ARCA D'ÁGUA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADA5
41.239111,-8.660278,ADM1,ADM1,ALTINO DOMINGUES MOREIRA,VCD8,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADM1
41.229622,-8.527632,ADNV1,ADNV1,ALDEIA NOVA,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADNV1
41.229422,-8.527953,ADNV2,ADNV2,ALDEIA NOVA,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ADNV2
41.236983,-8.670087,AEPT1,AEPT1,AEROPORTO,VCD8,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AEPT1
41.183694,-8.483972,AF1,AF1,ÁGUAS FERREAS,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AF1
41.18431,-8.484953,AF2,AF2,ÁGUAS FERREAS,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AF2
41.185512,-8.581484,AFEI1,AFEI1,AREOSA (FEIRA),MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AFEI1
41.186024,-8.581204,AFEI2,AFEI2,AREOSA (FEIRA),MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AFEI2
41.180644,-8.683266,AFHQ3,AFHQ3,AFONSO  HENRIQUES,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AFHQ3
41.18775,-8.524917,AGAS1,AGAS1,AGOST. A. SOUSA,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGAS1
41.187253,-8.524949,AGAS2,AGAS2,AGOSTINHO A. SOUSA,GDM1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGAS2
41.158948,-8.634595,AGM1,AGM1,AGRAMONTE,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGM1
41.158701,-8.634352,AGM2,AGM2,AGRAMONTE,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGM2
41.185611,-8.486,AGN,AGN,AGUIAR NOGUEIRA,VLG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGN
41.12349,-8.63379,AGOM1,AGOM1,AUGUSTO GOMES,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGOM1
41.212602,-8.594436,AGR1,AGR1,AGRA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGR1
41.212443,-8.594494,AGR2,AGR2,AGRA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGR2
41.214064,-8.594885,AGR3,AGR3,ROT.AGRA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGR3
41.214039,-8.594625,AGR4,AGR4,ROT.AGRA,MAI4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGR4
41.136277,-8.626271,AGRO1,AGRO1,AGRO,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGRO1
41.13606,-8.62509,AGRO2,AGRO2,AGRO,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGRO2
41.10838,-8.636577,AGU1,AGU1,AGUIM,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGU1
41.10864,-8.636205,AGU2,AGU2,AGUIM,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AGU2
41.135683,-8.632403,AH,AH,ALEX. HERCULANO,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AH
41.235731,-8.536591,AHRQ1,AHRQ1,D.AFONSO HENRIQUES,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AHRQ1
41.236263,-8.536594,AHRQ2,AHRQ2,AFONSO HENRIQUES,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AHRQ2
41.20775,-8.647333,AJA1,AJA1,PIAS (METRO),MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AJA1
41.20769,-8.647277,AJA2,AJA2,PIAS (METRO),MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AJA2
41.122194,-8.624944,AKI1,AKI1,AKI,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AKI1
41.122111,-8.624944,AKI2,AKI2,AKI,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AKI2
41.147208,-8.610983,AL1,AL1,AV. ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL1
41.147471,-8.610932,AL2,AL2,AV. ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL2
41.147365,-8.611474,AL3,AL3,AV. ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL3
41.148155,-8.611358,AL7,AL7,AV. ALIADOS,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=AL7
41.249029,-8.608744,ALBI1,ALBI1,ALAMBIQUE,MAI3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALBI1
41.248951,-8.608827,ALBI2,ALBI2,ALAMBIQUE,MAI3,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALBI2
41.17123,-8.666958,ALCF1,ALCF1,ALCAIDE FARIA,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALCF1
41.170948,-8.670673,ALD1,ALD1,ALDOAR JUNTA  FREG.,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALD1
41.170847,-8.670516,ALD2,ALD2,ALDOAR JUNTA  FREG.,PRT2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALD2
41.224657,-8.710711,ALDN1,ALDN1,ALDEIA NOVA,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALDN1
41.224583,-8.710889,ALDN2,ALDN2,ALDEIA NOVA,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALDN2
41.240758,-8.525564,ALF,ALF,ALFENA,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALF
41.184028,-8.683806,ALFC1,ALFC1,ALFREDO CUNHA,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFC1
41.184361,-8.684306,ALFC2,ALFC2,ALFREDO CUNHA,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFC2
41.14379,-8.622006,ALFG1,ALFG1,ALFÂNDEGA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFG1
41.14398,-8.62273,ALFG2,ALFG2,ALFÂNDEGA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFG2
41.24074,-8.525412,ALFN1,ALFN1,ALFENA,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFN1
41.241034,-8.526667,ALFN2,ALFN2,ALFENA,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFN2
41.240706,-8.527627,ALFN3,ALFN3,ALFENA,VLG2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALFN3
41.141644,-8.598987,ALM1,ALM1,ALAMEDA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALM1
41.1417,-8.599432,ALM2,ALM2,ALAMEDA,PRT1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALM2
41.20817,-8.69626,ALMG1,ALMG1,ALMEIRIGA,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALMG1
41.208354,-8.696431,ALMG2,ALMG2,ALMEIRIGA,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALMG2
41.104572,-8.619915,ALMT1,ALMT1,ALMINHAS DA TAROUQUELA,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALMT1
41.104548,-8.619794,ALMT2,ALMT2,ALMINHAS DA TAROUQUELA,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALMT2
41.100662,-8.648273,ALNV1,ALNV1,ALDEIA NOVA,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALNV1
41.100501,-8.648082,ALNV2,ALNV2,ALDEIA NOVA,VNG4,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALNV2
41.124278,-8.616278,ALPR1,ALPR1,ALFÉRES PEREIRA,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALPR1
41.109172,-8.617404,ALRD1,ALRD1,ALVES REDOL,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALRD1
41.109089,-8.617459,ALRD2,ALRD2,ALVES REDOL,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALRD2
41.109879,-8.617657,ALRD3,ALRD3,ALVES REDOL,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALRD3
41.109878,-8.617445,ALRD4,ALRD4,ALVES REDOL,VNG1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALRD4
41.236871,-8.612925,ALT1,ALT1,ALTOS,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALT1
41.236951,-8.612737,ALT2,ALT2,ALTOS,MAI1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALT2
41.132582,-8.652442,ALUM1,ALUM1,ALUMIARA,VNG5,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALUM1
41.131406,-8.653529,ALUM2,ALUM2,ALUMIARA,VNG5,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALUM2
41.18336,-8.687979,ALVC,ALVC,ÁLVARO CASTELÕES,MTS1,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALVC
41.224139,-8.695167,ALVS1,ALVS1,JOAQUIM ALVES SILVA,MTS2,http://www.stcp.pt/pt/viajar/paragens/?t=detalhe&paragem=ALVS1
